review,idx,Location_true,Noisy_true,Scenic Spot_true,Transportation_true,Room Size_true,Smell_true,Recreation Facilities_true,Amenities_true,Bathroom_true,In-room Facilities_true,Renovation_true,View_true,Cleanliness_true
great stay steven loft show place arriv accommod alway respond quickli question amen featur describ would definit stay,684098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paul best host one could ask alway check make sure everyth well great apart locat nearbi everywher need downtown la would confid recommend anyon,8748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love stay apart clean top amen best locat bedroom big decor nice ashley great host made us feel welcom,454062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
patrick condo fantast clean welcom atmospher love patio condo ideal locat lot nearbi patrick help easi contact respond right away question thank make first airbnb experi great would love stay,862755,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ricki great host allow us check earli even held bag checkout room exactli list clean comfort four day stay definit recommend,339814,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,684231,,,,,,,,,,,,,
great locat easi get around citi car park alway avail clean modern room everyth would need includ coffe facil refresh would definit recommend stay,449933,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
place awesom big welcom adam respons avail neighborhood nice charm love stay,791903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motel tini room clean,198465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
great place host made feel like home third time back go anywher els,747978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joell great super help place clean comfort best locat,832105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
first time tri airbnb accommod love caretak nice even though arriv late airport unit exactli describ nice locat access place free park space,319507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alyssa super help make everyth comfort cute cozi place highli recommend,65118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stay excel look place away crowd tourist spot central locat great place stay,281430,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
far favorit airbnb experi place amaz well stock everyth need cook super clean beauti view comfi king size bed big tv cabl hdmi cord hook comput want leav place decor realli nice simpl uniform style heater work amazingli well probabl usual issu la winter much appreci never got meet tom kate would definit stay mayb next time,199455,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0
place look like pictur check instruct easi follow nice place stay locat conveni car also nice park place,305255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carri friendli kind welcom place nice conveni easi walk downtown sunset blvd mani great place eat near,178681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lili terrif host hous time come back mani warm friendli invit neighborhood hidden gem right next beverli hill westwood hustl bustl lili make feel like famili sweetheart hospit qualiti home offer amaz valu needless say big fan airbnb,952287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cynthia hous describ kind enough let us use kitchen overal good experi,144272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
space clean welcom snack everyth need stay provid deborah check everi day made whole process smooth would definit stay,118253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
locat excel jame host kind activ commun hous clean pic repres space accur one note whole hous share hous jame stay bedroom separ entranc,853945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
gabriel place exactli describ felt right home group apart offer everyth need group size gabriel respons messag kind enough give extens info neighborhood although use car get around apart central locat abl walk nearbi restaur supermarket bar within min walk definit recommend gabriel place airbnb guest would stay la area futur,421925,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hello first experi airbnb great recommend accomod satisfi thank lot,921824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
studio charmant joliment decor bien qu un peu charg pour moi bien place pour visit et toujour une place pour se garer la cour est tre sympa pour se poser un peu l exterieur katja et sa famil sont agreabl merci pour ce sejour,89368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amaz loft amaz locat close mani downtown restaur bar charact boot collett amaz host would absolut stay need downtown la,802719,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
say except wonder host gorgeou place great locat lila thank much let us enjoy beauti home,159469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great experi anni apt locat amaz conveni go walk differ restaur hollywood walk fame runyon canyon hike apt clean new organ cozi anni realli nice host attent time help give tip area could go highli recommend apt nice experi,36008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
overal good place stay clean spaciou safe bit older side insid good shape great central locat min hollywood min univers min santa monica beach fantast restaur within walk distanc republiqu joe provid easi instruct get townhous guard entranc complex get park pass day pool nearbi middl summer pack kid could hear day quiet night antenna cabl tv bring tablet laptop get news,930588,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stay vivian place busi trip close downtown la conveni locat townhous realli beauti calm easili find street park saw vivian time stay nice help easi reach via text would definit stay next visit la,753738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jen dad super help respond promptli question car realli help get around buse easili access,102724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommend stay nicki difficult toilet apart broken arriv reach nicki address accus break explain chain broken pretti common result standard wear tear assur like arriv ask address day stay never got fix afterward request partial refund sinc apart fulli function pretti major inconveni immedi reject request suggest fault said made clear interest entertain idea return money compens inconveni got airbnb involv understand mediat issu nicki boarder line hostil toward made alreadi uncomfort situat even uncomfort never stay space manag also side note room realli quit small bathroom cramp neighborhood pretti sketchi would weari leav apart dark anyon choos stay,417613,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
thoma graciou host respect privaci also left us love honeymoon gift view airstream jaw drop day night airstream ador cozi spotless highli recommend one caveat use drive hollywood hill make sure rent small car thank thoma,52463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
yurt beauti decor clean outdoor bathroom shower space amaz want leav hammock also ad plu staycat success,300937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
hot sticki date unkempt photo make place look much nicer cleaner welcom feel seem like old furnitur fixtur thrown everyth felt slightli dusti like place sit without care air con except one tini old unit without work dial bedroom front door latch properli alway kitchen joke great locat felt like place fall apart like stay old wooden bungalow stair sketchi lead place space potenti seem like someon cheapli built treehous top build call apart debora accept book last minut quickli afterward difficult get hold check doabl night pinch much,838312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
far amaz airbnb experi martinek definit welcom host home describ beauti uniqu view breathtak kitchen see hollywood sign front patio downtown la eye feast group spent mani hour front terrac enjoy fragrant jasmin blossom watch sun fog play dtla skylin hous comfort clean also feel like could close eye imagin live could wake california king bed make cup coffe could place call home least felt everi morn real home away home would recommend stay group famili vacat enough space feel cramp everyon area put feet relax kitchen well stock cook meal basement laundri servic neighborhood echo park great locat visit also central point see much rest la area would recommend use uber get around echo park downtown cost around one way conveni group travel everi day confer convent center definit look see martinek home avail next trip la star,66005,0.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,3.0
sister stay julia place night realli appreci julia respons prior stay also understand arriv time fli long haul la room advertis clean comfort good size peopl hous beauti palm tree line street locat good well close airport also downtown la trip get touch julia need see medic clinic hour weekend julia help respons realli appreci,832710,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
realli enjoy stay eileen poolhous niec engag cordialiati hospit accommod place great well furnish quiet comfort relax get chanc enjoy amen pool proxim restaur etc definit stay thank eileen heather,846267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
great time la susan accommod sweet heart home lovley ford corgi ador,359722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice cozi,662646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario fantast host room immacul greet two fresh towel welcom relief long flight plenti amen mario even made cooki breakfast mario dog norman delight friendli definit cuddl dog would hardli know perfectli situat west hollywood close public transport major attract also conveni store good restaur within minut walk cannot wait return,446698,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
andrew place ador look someth that close everyth far enough heav peac quiet check idea expect mostli first time use air bnb drove cute stori home got littl earli decid work email sinc check luckili andrew messag said area could head earli went studio ador everyth need one place addit andrew everyth label know thing hous came super handi especi freez night turn heater also left list suggest thing la dine tabl cool new area super easi access freeway liter less mole two hollywood blvd main attract area ask perfect first air bnb stay thank andrew,81584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0
great apart great locat right hollywood apart exactli describ clean problem check check easi commun host,686859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
place budget choic accommod end travel fund run mostli peopl stay tri start la pretti quiet day never loud night time within hous neighbour loud window face aircon fan mind may bare minim utensil kitchen could prove challeng cook kitchen bathroom clean daili plug near bed locker avail code get door safe neighbourhood safe buse walk distanc far la tourist attract overal suit stay might everyon standard,834148,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0
place perfect locat walk distanc market grove suit clean spaciou check process flawless emili nice host even provid crib high chair soap toy month old would definit visit,608070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
locat extrem conveni trip easi find right freeway short walk hollywood palladium arriv late even self park bit confus park street level within gate nick quick respond help us get complex apart spaciou clean basic item e g bath towel would nice household item e g shampoo bath soap trash bag littl disappoint window cover advertis outsid build howev complet nick control overal happi choic area would stay know bring item us,518268,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
giovana awesom host accur list provid place super comfort ned also super comfort neighborhood good hard part whole stay park sinc street park la,774229,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thank nicol great time la thank hope u good life wherev u r peac,325598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carlo welcom host great pleasur stay resid nice cozi clean unit complaint love everi minut trip la carlo made even better recommend thank carlo,346490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
austin great easi deal commun perfect place readi arriv checkout process super easi locat apart perfect next number bar club girlfriend went night stay felt safe insid apart place well decor clean bed realli comfort hesit stay hope avail next time need place crash hesit book austin place take care thank austin,158284,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
great place stay awesom host apart beauti super clean juano friendli help gave privaci need thank,824541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
deni nice help throughout stay locat apart conveni restaur within walk distanc comfi place stay air con apart,908014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
great,696097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lisa met us apart help us get situat accommod flight schedul super nice apart like pictur feel like cute surf shack middl citi clean roomi great locationy walk sunset junction great shop food fanci coffe also husband lost key one night lisa kind enough meet us spare fortun great host,731196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
privat studio perfect busi trip area rose bowl parad game carlo help quickli respond question need locat close highway local area shop dinner studio comfort clean everyth need carlo superb host,191636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
everyth first class nice spaciou clean set demo fundrais sure could get meet us extrem accommod realli help us jam us need easi deal thank help kathryn,765637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
love kate place exactli describ exactli like photo post place well kept clean roomi definit book kate accommod excel experi thank sooooo much,654195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reserv rental step mom mom told hous littl untidi got mayb someon stay hous got clean servic come yet terribl kind clean would pay sleep cloth dryer blanket couch said littl dusti also owner onsit front hous said help call cleaner come fix problem immedi told issu,307557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
jon apt highli recommend key reason locat locat locat center everi famou resort la also could go dept store cv pharmaci fast food good restaur walk safe quiet commun hous decor amaz like mini movi museum bed big live room warm could see jame dean picasso mani star last least jon charlott nice host introduc la make u feel home tour la airbnb u miss,623271,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
apart beauti great locat describ ad neda great host wait check made sure everyth work check next day see need anyth els apart coffe sugar spice half half left bottl water highli recommend probabl would rent,795232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
spot absolut perfect anyon want conveni peac quiet beth respond question within minut would recommend space anyon,692455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simpl easi exactli need crash spot dtla,470049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great place great experi,7725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweet place eagl rock near good restaur shop close occident colleg,575951,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
michael wohnung ist wie ein buch voller geschichten und im real life noch gemutlich al sie auf den bildern aussieht ein oas west hollywood wer interessant gesprach mit einem interessanten gastgeb fuhren mocht ist hier besten aufgehoben ich habe mich bei ihm sehr wohl gefuhlt,504463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bungalow cute jennif amaz tast comfort quiet relax said neighborhood stay five friend problem jennif famili graciou recommend stay bed comfi space perfect size friend love everi second stay truli cannot think singl thing wrong,584822,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
jess respons help locat pretti good attract nearbi except disneyland,202441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great first airbnb experi area felt safe place provid everyth need great valu money perfect privat ensuit locat conveni well park downstair separ host previou comment said entranc car park diagon alley agre panya easi go respect also prompt respons mind need use kitchen equip seem limit work best fri food courtesi air vent boil mine fine previou comment also note kitchen littl dirti ye bit easi work around would stay,787463,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0
far greatest experi airbnb descript pictur place accur pictur realli place justic extrem clean brandon alway text call away help whatev need girlfriend need stay hour past checkout time gladli grant us extra hour help us also park abund best free would highli recommend gem anyon thank brandon amaz stay,182105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stay josh place awesom josh accommod made sure everyth need settl avail whenev need easili access text call abl park properti great worri find street park gripe tandem park minor place nice studio plenti space sleep bed couch also conveni kitchen definit recommend place anyon stay la,347035,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
wonder time mariano place kid love room bed comfort locat perfect,433417,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice apart alex nice consider introduc everyth need,749979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jonathan place awesom host super recept get back right away would definit rent place great stay nice furnish immacul clean fantast locat thank jonathan,502247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
great locat close everyth bathroom could updat outsid patio area nice care setup televis difficult use also taken back knock door exactli checkout time find clean person tell get eleven dot mani place stay area overal experi fine check cleaner live directli across hall pull sofa uncomfort,110644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
vacat la great host fast respond place clean would recommend anyon want find place dtla thank awesom weekend,275032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
place exactli pictur portray never actual met hellen pretti good respond time manner hous clean cozi check check easi read instruct hous odd smell went away open window close window came back home later day smell came back overal place conveni close place want visit,351198,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
nice stay quit place,510974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
even know start luke went beyond make us feel welcom went birthday greet us balloon cupcak favorit type alcohol place beauti wife decor furnitur countri happi luke allow friend stay amaz abod thank luke everyth,329675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice place great view good locat unfortun troubl deal host miscommun around transport arriv time begin aggress shout us need deal come hour plane travel shame great hous stay,908054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
airbnb cutest wonder place stay two night want leav neighborhood great absolut beauti area behind hous front guest hous magic lemon tree string light cute french bulldog jack visit us coupl time ad great experi oooonli neg think wifi connect littl weak guest hous total fine garden shower head littl low minim luckili short shower dream thank wonder time recommend place anyon,118925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0
neighborhood absolut gorgeou quaint peac kept miss kathi still great commun enjoy stay found close everyth want mini fridg microwav coffe maker would even perfect access thing kitchen feel necessari use hous everyth pretti much need room coupl night bright room pretti awesom necessari light night time room slight stench intoler diffus candl smell could easili go away bathroom fabul super clean awesom rain shower use one towel bring extra one towel provid howev probabl could ask kathi would happili give accommod want bother dog sweet hardli see unless home great place would definit recommend anyon want nice place stay reason price,817356,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0
farbod good respond text noth provid got park access internet addit hous run poorli stock suppli toilet paper coffe maker kitchen minim equip super clean gener unattend dead plant room,535255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
begin commun jay left prompt wonder welcom inform arriv extrem friendli everyth readi us place exactli list clean invit everyth snack toiletri thought provid locat perfect consid move area next year certainli stay scout area thank jay definet back thank codi,235481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
great commun right need back sure,769653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fun uniqu space truli one kind perfect day two noth complain except smell back room smell musti air freshen left major chemic smell air unplug air freshen open window doabl one night actual like hour,661980,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stay anni hous full month perfect term size locat price glad chose anni respons alway around need,7465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wendi place nice huge room stay cri greet us check wendi return apart made sure everyth need park easi delight meet patch doggi levon kitti cute friendli want thing trip total respect privaci place pretti central everyth side apart clean other stay thank wendi,55608,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
albert host son amaz week stay home word cannot describ amaz home attent everi detail stay day wife young kid want leav locat conveni everyth highli recommend home,259925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eric great host place terrif locat within walk distanc lacma la brea tar pit restaur etc commun excel issu leaki airb rd person parti eric quick make right would definit stay recommend eric host,175338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awesom apart great locat shop across street coupl block away walk fame clean comfort necess,704680,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
l appart etait mal equip le plancher etaient sale et le odeur dan l appartememnt desagr nou avon utilis le transport en commun pour se deplac et cela ete tre efficac quartier tranquil et resto proximit,297080,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hous function tidi good place stop day la neighbourhood somewhat run feel complet safe walk night meet host quick repli messag sent regard stay,213671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
locat space amaz heart westwood everyth avail walk distanc although issu night window half way open air condition lot nois came night also wit huge cockroach big comput mous host fault overal stay cozi definit comeback stay westwood,461091,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jennif accommod alway avail place also super clean conveni locat heart downtown la highli recommend place visit citi angel,644362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cool,299394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laura welcom gave us tour apart will help anyth need knowledg area great recommend room comfi cozi clean ask better,913855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
juli amaz host flight arriv later anticip wait greet much appreci mid way week check make sure stay go well room cozi common area anyth might need coffe eat utensil etc locat perfect reach downtown howev femal stay alon would recommend walk around area,192746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
clean place describ central locat perfect home base la visit,659560,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tout est bien pass la chambr ressembl aux photo peut etr mettr disposit un sech cheveux,892114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,954061,,,,,,,,,,,,,
stay sever night think fine budget kitchen avail laundri even chill tv room wish bed comfort kelli realli great get back promptli realli appreci,574807,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
great host thank emmi gabe,688247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place near korean town live room bed ok price need share bathroom other,85637,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
host cancel reserv day arriv autom post,846659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place perfect night la great view neighborhood good littl misunderstand check time overal great would stay,900813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
realli great stay andr place super conveni locat mani great restaur nearbi walk distanc also super cheap uber farther place get see andr town kept contact via text made sure taken care overal realli great stay great price love book whenev la,916309,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,495154,,,,,,,,,,,,,
amaz home remind back australia hous fulli equip essenti great locat relax pool area bianca also help friendli piti get meet angelica,168903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
liz great host respons alway answer question went huge group peopl plenti space us fit comfort favorit part backyard love atmospher light made super cute fun outsid,620508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mariano home fantast stay la group amaz host accommod need would definit stay,728116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lisa jarret place perfect group friend amount bedroom bed washroom conveni apart trip felt much like home stay hotel bed comfort wifi tv kept us entertain night lisa provid us lot inform includ area eat check locat perfect close mani food place shop hollywood boulevard short walk away everyth els good drive distanc rememb treat everi airbnb respect sinc own gener host follow hous rule everyth ran smoothli,545199,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
stay scott apart day twin sister maze ing locat clean modern everyth could need honestli fault thing lock underground car space also huge bonu thank great stay alreadi plan next trip,534027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
realli enjoy stay dana made feel welcom check access text throughout visit especi grate block room extra night flight serious delay cancel hous room beauti clean hous three block son two block amaz korean bbq central heat space heater help take chill morn bed super comfort wonder fluffi bed would definit stay,424818,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
first time use airbnb excel first experi stay lap luxuri spent night la definit paid place advertis exactli surpris least bad surpris even though check list arriv far earlier abl check earli problem neighborhood east hollywood definit transit spend much time neighborhood seem lot cool happen spot homeless though seem problem neighborhood although major problem larg citi nonetheless felt complet safe walk around urban local awar surround bit use adam great guy fantast host awesom stay,153183,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great stay awesom locat nice clean highli recommend,179327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dtla apart high ceil great light central locat perfect hour secur owner employ coupl peopl avail need definit stay thank,719308,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hous pretti good locat also gave us park permit free park along street realli enjoy stay,157180,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
moniqu bungalow comfort clean thought decor locat perfect walk distanc lot echo park spot small place work well two peopl especi use base explor echo park silverlak place warm daytim small window c unit bedroom cool night door bedroom shut sleep temperatur comfort admit friend love zone dumb v bed littl bum v even radio audio hook bungalow hey got tini handheld comput phone suffic one favorit part walkway bungalow color plant either side giant bunch banana hang neighbor tree mini pomegran front unit far park goe problem also opt uber instead drive weekend night case problem find park way back overal great place good valu locat definit keep bookmark futur l trip,833239,0.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
best experi travel infinit better hotel jerri accommod everyth describ respons detail locat great short walk convent center stapl give maximum rate possibl,487388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guest hous perfect spot stay la close everyth away nois traffic citi locat hill griffith park afford incred view citi surround veget ground lush beauti landscap guest hous spotless appoint top end amen give feel boutiqu hotel suit host friendli respons without overbear way back without doubt,54232,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
month end want leav small problem cabl tv serafin took care immedi locat perfect abl walk grove trader joe whole food feel like safe neighborhood import stay alon time hous busi street quiet courtyard hous skylight make interior bright cheer,899705,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
